station_id,latitude,longitude
3996,48.8823,12.5904
567,51.2454,7.024
1336,52.0942,6.4501
2672,51.6036,4.8202
1169,46.3579,-0.3316
3008,52.559528,-1.245322
2026,48.8078,2.3746
155,53.6754,10.2194
4006,48.754,9.3313
1226,54.5431,9.1589
4011,52.4774,13.4349
246,53.6384,-1.7236
1219,50.9665,12.7577
1782,53.7819,-0.6442
2978,51.535797,-2.15235
2080,52.372017,6.480176
3439,53.1417,10.4889
1702,51.7401,6.6041
654,51.5249,3.9005
3136,51.9018,7.6468
2765,50.872,5.7933
1628,52.3309,5.3156
2308,50.6496,3.9236
3762,52.143597,1.330665
1335,50.8712,5.3058
3461,50.2024,3.3847
1817,48.1151,-1.0262
2045,47.0593,-1.3053
383,56.1961,16.3986
520,48.153,-1.8227
1203,52.5355,12.3389
3797,46.179001,6.013
2715,43.7872,1.6835
3707,51.3305,4.8549
336,50.611,6.6552
1555,50.8378,5.6719
207,52.1342,8.6993
766,60.67,6.77
2912,51.278,30.2164
2919,50.127491,8.333319
1893,52.8251,13.8018
4038,53.2272,6.5354
2101,51.357,7.4864
3706,49.232,1.339
3244,47.6262,11.2176
2586,47.3942,-1.0208
3705,50.0594,14.5
1881,50.8634,7.0556
2393,52.206707,6.799562
1949,61.845,25.487
2647,49.9035,15.4001
1883,36.71,29.0432
1810,47.5559,8.7681
2909,47.1868,5.1937
316,55.6077,-2.7951
2429,47.311272,-1.96579
3319,53.295902,5.05873
3177,50.91198,0.6826
3300,48.747238,9.236836
3696,55.054352,-1.51435
1694,50.4677,3.7339
2911,55.6152,11.7723
3576,50.611053,6.655145
4064,50.3848,10.9856
2591,52.1682,0.1168
3750,53.738602,-2.0964
2489,51.086842,4.458453
3860,52.850132,5.024732
2510,51.612167,5.563072
3686,49.3549,3.0364
665,50.6409,4.555
761,54.0759,-2.8333
2758,48.438782,16.791672
3788,47.564003,9.363291
3311,60.3898,16.0088
1140,49.4924,2.675
3280,52.0504,7.4742
2606,51.592911,4.715786
832,52.6712,17.0626
1838,52.0701,5.2005
682,48.4825,9.246
1899,48.3806,14.1963
3677,54.0814,-2.2894
2722,44.4048,26.0958
2598,43.4656,2.0047
236,58.7462,17.8674
3642,53.6358,10.053
3295,63.435104,10.502095
2504,53.25457,-1.466037
3761,48.533165,9.286803
1508,47.1797,7.5042
2640,53.8362,-1.7686
3284,52.2358,8.2848
1239,47.1312,-1.6384
1805,56.3129,-3.0214
