station_id,latitude,longitude,batch_id
1081,50.6786,4.7227,18
1082,49.4119,6.1037,18
1083,52.5008,10.7143,18
1084,50.4872,2.7226,18
1085,53.5104,9.8212,18
1086,52.3289,5.3253,18
1087,49.5068,0.3011,18
1088,46.786068,7.015162,18
1089,47.8791,1.8193,18
1090,51.235168,4.290755,18
1091,43.613,5.5969,18
1092,51.2924,0.9643,18
1093,51.2043,14.0453,18
1094,51.0519,16.8441,18
1095,49.465302,10.9485,18
1096,51.031,3.915,18
1097,47.947056,11.352743,18
1098,52.4782,13.6942,18
1099,48.5765,15.8219,18
1100,49.2487,16.6782,18
1101,47.7508,8.9741,18
1102,47.564194,9.362902,18
1103,49.9266,12.9042,18
1104,53.7819,-0.6426,18
1105,48.1869,11.5236,18
1106,43.6839,11.5355,18
1107,48.9164,13.082,18
1108,52.0409,8.5091,18
1109,51.7901,6.6565,18
1110,48.14,16.7,18
1111,49.75,6.27,18
1112,47.3151,10.8886,18
1113,46.51778,6.49032,18
1114,52.121273,5.090631,18
1115,51.5387,5.174,18
1116,52.008598,5.7798,18
1117,51.545898,-3.0386,18
1118,59.655399,17.389299,18
1119,50.905712,3.490373,18
1120,45.6222,16.9612,18
1121,47.17025,13.106298,18
1122,43.5407,5.4496,18
1123,48.489521,8.9611,18
1124,54.1131,18.521,18
1125,55.047932,-1.45226,18
1126,52.5187,13.6363,18
1127,52.898102,5.4418,18
1128,43.3006,-1.9867,18
1129,48.8344,15.0778,18
1130,52.1364,11.6076,18
1131,49.464325,11.106488,18
1132,55.77153,12.096943,18
1133,51.202,6.1243,18
1134,55.0022,-1.4255,18
1135,54.607,-1.195,18
1136,52.1024,5.1136,18
1137,53.237099,-1.7849,18
1138,52.305695,4.978074,18
1139,45.7655,4.8571,18
1140,53.5889,-1.4801,18
