station_id,latitude,longitude,batch_id
5941,39.869473,-74.927689,99
5942,39.798019,-75.659866,99
5943,40.984692,-81.317818,99
5944,40.0626,-74.9486,99
5945,41.811825,-87.878677,99
5946,38.260086,-85.67215,99
5947,40.736233,-74.00531,99
5948,45.750412,-122.576187,99
5949,33.8065,-84.3922,99
5950,40.4904,-105.0882,99
5951,42.9642,-71.5626,99
5952,36.7787,-75.9834,99
5953,37.398899,-122.214371,99
5954,40.9378,-80.2774,99
5955,40.486408,-80.012604,99
5956,29.8228,-81.314,99
5957,39.6548,-76.173,99
5958,40.230015,-123.82588199999999,99
5959,35.394569,-82.291855,99
5960,32.327644,-80.903374,99
5961,32.8904,-96.8044,99
5962,33.069462,-97.12149,99
5963,30.0223,-95.8309,99
5964,38.008236,-122.120087,99
5965,43.059837,-89.454742,99
5966,43.006,-81.268,99
5967,51.872952,-114.144936,99
5968,37.8524,-122.264,99
5969,38.3456,-122.691902,99
5970,38.426861,-122.692062,99
5971,38.0958,-122.2276,99
5972,39.19331,-83.2024,99
5973,38.138626,-78.677864,99
5974,37.875206,-121.858383,99
5975,33.429184,-81.819084,99
5976,40.647972,-79.739937,99
5977,14.7548,-90.9858,99
5978,30.070948,-95.680527,99
5979,39.021507,-94.368881,99
5980,27.251841,-80.461655,99
5981,39.319378,-84.656143,99
5982,40.908298,-97.091301,99
5983,42.3481,-71.2169,99
5984,33.096958,-116.605865,99
5985,37.945393,-122.527061,99
5986,43.987633,-69.710045,99
5987,34.7532,-84.2584,99
5988,46.800983,-92.080437,99
5989,29.1061,-82.103897,99
5990,40.093361,-75.684547,99
5991,50.9306,-114.0853,99
5992,35.6104,-78.5318,99
5993,41.3643,-71.9276,99
5994,38.9418,-77.2064,99
5995,30.303183,-93.170753,99
5996,47.489548,-122.519707,99
5997,28.100693,-80.617981,99
5998,36.9684,-121.8856,99
5999,34.061199,-84.450699,99
6000,43.039295,-87.907143,99
