station_id,latitude,longitude,batch_id
1201,52.415901,4.6433,20
1202,48.8681,12.346,20
1203,51.0611,13.8247,20
1204,50.7687,12.92802,20
1205,51.6937,-1.5878,20
1206,53.5971,7.2036,20
1207,54.544102,-6.263,20
1208,51.6207,-1.7906,20
1209,50.861305,3.249422,20
1210,51.7241,-4.0637,20
1211,57.12,12.1993,20
1212,55.9695,-3.1943,20
1213,35.6655,139.7222,20
1214,52.8377,6.285,20
1215,52.132301,6.7768,20
1216,56.0302,14.143,20
1217,48.658501,2.4038,20
1218,51.490292,3.614317,20
1219,53.1458,6.384,20
1220,48.4738,8.3078,20
1221,53.9664,-1.3522,20
1222,53.963,-1.3484,20
1223,56.0692,-3.9955,20
1224,51.496399,-0.1224,20
1225,61.0003,9.2301,20
1226,51.8799,8.472,20
1227,44.391956,5.529173,20
1228,50.0878,5.6503,20
1229,51.439301,-2.534218,20
1230,48.7947,2.1634,20
1231,51.6012,7.3444,20
1232,51.1934,7.7962,20
1233,50.579063,-1.292131,20
1234,56.277676,12.834733,20
1235,48.4862,8.3114,20
1236,53.885201,-1.734076,20
1237,36.0034,-78.9313,20
1238,49.8605,24.0175,20
1239,52.04324,-0.029088,20
1240,49.234516,6.175235,20
1241,49.4052,8.235,20
1242,51.9965,7.4639,20
1243,51.6695,-1.2781,20
1244,59.0456,14.3453,20
1245,51.9523,4.374,20
1246,59.82415,17.621733,20
1247,60.2416,23.1033,20
1248,51.1181,7.1234,20
1249,54.1132,18.521,20
1250,50.7954,-0.0133,20
1251,51.637573,5.94918,20
1252,53.2547,9.455,20
1253,51.587,4.7248,20
1254,56.475,-3.0409,20
1255,51.975895,4.583903,20
1256,51.985668,4.465971,20
1257,50.781605,-3.309533,20
1258,46.1951,5.992,20
1259,49.9364,8.186,20
1260,53.2924,-6.2169,20
