station_id,latitude,longitude,batch_id
1021,59.2372,18.1025,17
1022,51.133614,4.151013,17
1023,53.066,6.3225,17
1024,57.65411,-3.603375,17
1025,69.6275,18.3481,17
1026,51.1303,4.8699,17
1027,53.555752,8.369884,17
1028,52.1012,5.1271,17
1029,52.945286,5.926623,17
1030,52.388065,8.057005,17
1031,52.1046,5.0255,17
1032,53.5632,8.3804,17
1033,50.701275,4.574448,17
1034,57.667,12.1478,17
1035,52.068,5.1652,17
1036,48.0638,8.5428,17
1037,43.7457,1.2174,17
1038,51.327057,12.376166,17
1039,50.8532,4.4186,17
1040,52.074036,-0.547332,17
1041,48.6096,9.3546,17
1042,55.5075,9.9297,17
1043,53.2268,5.7166,17
1044,43.7088,5.6578,17
1045,51.784229,7.52893,17
1046,51.640411,-0.132628,17
1047,48.894,2.6983,17
1048,52.4806,13.2744,17
1049,48.997,2.2175,17
1050,48.0319,16.4945,17
1051,56.0521,-4.5069,17
1052,52.8449,-1.142,17
1053,50.7215,-3.0612,17
1054,52.5317,13.3378,17
1055,42.5696,2.8983,17
1056,59.229,18.1555,17
1057,52.9544,6.3461,17
1058,51.7406,7.1934,17
1059,51.356598,0.238742,17
1060,54.4668,-1.2145,17
1061,47.779522,-0.667505,17
1062,50.8907,3.0597,17
1063,52.3163,5.0303,17
1064,53.5933,9.9965,17
1065,54.202,-1.4018,17
1066,52.1767,5.8329,17
1067,45.2664,4.773,17
1068,55.7496,12.3253,17
1069,51.0837,5.7167,17
1070,48.89172,8.677562,17
1071,52.0333,0.1753,17
1072,51.507,-0.298,17
1073,50.1641,-5.6699,17
1074,52.092117,0.867892,17
1075,49.157,0.105,17
1076,51.7986,1.1316,17
1077,51.5834,3.6618,17
1078,60.3772,-0.923,17
1079,50.922745,5.95692,17
1080,51.520561,5.485526,17
