station_id,latitude,longitude,batch_id
5041,39.320225,-123.797173,84
5042,29.61405,-95.613815,84
5043,32.351929,-90.05954,84
5044,41.587,-90.4662,84
5045,33.748466,-93.490906,84
5046,32.343483,-94.619804,84
5047,42.121986,-76.254875,84
5048,32.897,-96.8672,84
5049,32.330215,-80.478531,84
5050,44.335083,-78.705666,84
5051,37.277462,-79.905815,84
5052,27.9687,-82.2619,84
5053,28.4898,-80.7994,84
5054,29.416193,-82.138954,84
5055,38.1646,-107.753,84
5056,40.0266,-75.2236,84
5057,44.011902,-79.366455,84
5058,29.9971,-90.1046,84
5059,36.698608,-76.242035,84
5060,27.468254,-82.660858,84
5061,29.4952,-95.0854,84
5062,36.054749,-86.830254,84
5063,44.592579,-92.298012,84
5064,31.6982,-98.8628,84
5065,33.5951,-83.9499,84
5066,33.0247,-79.795319,84
5067,41.089458,-89.163506,84
5068,35.493847,-82.137711,84
5069,36.142166,-79.839157,84
5070,6.82794,-73.085236,84
5071,45.806,-92.3862,84
5072,40.771,-73.4934,84
5073,37.4752,-77.6282,84
5074,44.396702,-78.040298,84
5075,39.298,-84.8721,84
5076,39.1666,-96.6067,84
5077,40.1466,-75.5382,84
5078,41.375004,-79.310684,84
5079,46.059578,-73.485863,84
5080,40.11,-75.196,84
5081,41.112167,-74.143311,84
5082,26.9266,-80.1698,84
5083,40.504791,-77.923409,84
5084,39.155,-77.2158,84
5085,27.2087,-80.8124,84
5086,41.9602,-87.7052,84
5087,41.3128,-81.3324,84
5088,48.4326,-123.3534,84
5089,26.235474,-81.813705,84
5090,44.11758,-78.055183,84
5091,27.966,-81.9146,84
5092,43.1512,-87.8984,84
5093,42.253811,-82.434631,84
5094,41.601238,-82.732941,84
5095,45.5948,-77.3294,84
5096,38.8966,-94.8278,84
5097,38.9366,-120.8062,84
5098,44.120266,-68.934525,84
5099,53.857193,-122.776413,84
5100,27.9346,-80.6398,84
