station_id,latitude,longitude,batch_id
61,35.9916,139.0856,1
62,11.2051,76.8962,1
63,12.979,80.1986,1
64,22.8336,111.1882,1
65,22.555901,114.057701,1
66,7.7933,98.3209,1
67,35.792,139.5296,1
68,39.911,116.395,1
69,22.555901,114.057701,1
70,5.4523,100.2909,1
71,22.555901,114.057701,1
72,22.555901,114.057701,1
73,35.099098,128.869598,1
74,-30.366,153.098,1
75,19.4617,72.8096,1
76,25.1078,102.741,1
77,35.5711,139.4592,1
78,25.1134,102.7401,1
79,31.2124,121.5937,1
80,25.1136,102.7401,1
81,25.1134,102.74,1
82,43.4598,-79.6824,1
83,13.6595,100.4661,1
84,34.888802,32.353901,1
85,35.7227,139.67,1
86,30.5676,103.9776,1
87,42.8346,74.6084,1
88,52.95293,-1.172312,1
89,31.8744,120.5946,1
90,5.4424,100.292,1
91,25.079,102.7253,1
92,25.1856,102.7565,1
93,13.0041,80.2707,1
94,28.0644,38.802,1
95,17.005199,99.395164,1
96,24.8797,102.833,1
97,40.832623,111.761841,1
98,45.555,84.9595,1
99,40.0403,116.4105,1
100,-8e-4,0.0039,1
101,22.5331,113.9247,1
102,20.2773,81.4924,1
103,42.8496,74.6114,1
104,25.0799,102.7582,1
105,31.4011,120.6067,1
106,40.0487,116.2385,1
107,-8.5126,115.2482,1
108,49.5045,21.425,1
109,35.1677,137.0696,1
110,30.8248,121.5691,1
111,39.77,116.4592,1
112,40.0106,116.195,1
113,22.7864,113.9556,1
114,39.7745,116.4565,1
115,25.0665,102.7662,1
116,30.0733,120.0835,1
117,39.7726,116.461,1
118,30.5613,114.3153,1
119,29.9294,119.9228,1
120,31.13,121.3531,1
