station_id,latitude,longitude,batch_id
1621,51.910572,4.46933,27
1622,56.1665,21.017878,27
1623,45.9442,3.5168,27
1624,52.5865,6.2763,27
1625,41.316483,-8.708452,27
1626,52.5628,6.6186,27
1627,51.780518,4.487145,27
1628,52.1436,4.6622,27
1629,46.2342,8.7276,27
1630,52.3954,-6.9509,27
1631,52.2674,6.1428,27
1632,53.116062,6.10829,27
1633,53.4927,-0.3117,27
1634,51.1748,3.1982,27
1635,46.6346,8.5898,27
1636,51.993187,4.574338,27
1637,50.538834,7.463387,27
1638,52.4933,13.3814,27
1639,50.637699,3.053,27
1640,46.4755,-1.749,27
1641,53.9528,27.6224,27
1642,51.5822,4.5498,27
1643,43.704975,6.087618,27
1644,52.0737,5.285,27
1645,47.6953,13.0467,27
1646,49.197334,8.095288,27
1647,51.821777,5.868655,27
1648,49.517,7.5082,27
1649,51.910583,4.469429,27
1650,50.60862,3.070878,27
1651,54.0202,-1.5327,27
1652,50.6796,4.3212,27
1653,52.344082,5.293985,27
1654,51.2852,-0.7727,27
1655,58.9987,6.0963,27
1656,53.722076,-1.78206,27
1657,48.3809,10.8519,27
1658,51.7797,-2.8321,27
1659,48.5313,9.3463,27
1660,50.627056,3.065271,27
1661,50.366249,3.099548,27
1662,52.048336,4.341014,27
1663,52.5865,6.2763,27
1664,47.4682,9.1841,27
1665,55.9997,-4.8568,27
1666,52.969898,-1.354381,27
1667,51.507252,3.609065,27
1668,46.697182,14.17423,27
1669,59.3029,17.9742,27
1670,59.541515,16.668171,27
1671,52.7076,15.2633,27
1672,51.429,5.5641,27
1673,56.93684,24.097879,27
1674,65.0784,25.3957,27
1675,52.6068,6.4622,27
1676,51.7492,-2.3768,27
1677,48.1807,14.1777,27
1678,48.1981,11.3599,27
1679,58.51722,15.964887,27
1680,50.8191,12.9419,27
