station_id,latitude,longitude,batch_id
1741,51.033,5.8114,29
1742,52.159863,5.386515,29
1743,59.420933,17.81365,29
1744,52.054001,4.337965,29
1745,54.6932,8.752,29
1746,51.8358,4.1526,29
1747,50.60817,3.070147,29
1748,53.156986,8.9271,29
1749,50.4545,6.1222,29
1750,51.9915,7.4388,29
1751,51.991516,7.438408,29
1752,51.164837,3.126827,29
1753,51.991474,7.438875,29
1754,59.3885,16.458,29
1755,52.370178,6.481699,29
1756,59.4255,16.4491,29
1757,48.5999,31.3003,29
1758,59.3198,16.619,29
1759,59.3197,16.6192,29
1760,47.804859,13.790671,29
1761,50.722565,11.310102,29
1762,46.609104,14.247865,29
1763,51.826206,4.144612,29
1764,41.9549,3.0047,29
1765,51.7659,-1.1917,29
1766,51.673862,5.036264,29
1767,48.6445,9.2117,29
1768,51.2276,6.8656,29
1769,46.6023,0.2675,29
1770,50.94429,5.163466,29
1771,50.984482,2.808898,29
1772,52.111954,6.300553,29
1773,47.5336,8.7406,29
1774,48.8693,2.2313,29
1775,52.7314,6.5028,29
1776,59.3293,18.0686,29
1777,52.0589,4.291,29
1778,48.3819,10.8628,29
1779,52.1047,5.0861,29
1780,51.955093,5.202404,29
1781,37.3808,-6.1343,29
1782,50.653576,-2.464748,29
1783,51.1958,4.9286,29
1784,52.518,4.936,29
1785,52.1052,5.1452,29
1786,47.5209,18.8194,29
1787,49.2353,9.2535,29
1788,51.247,-2.203,29
1789,52.953548,4.770157,29
1790,52.2123,5.9807,29
1791,50.3377,7.5616,29
1792,43.2664,3.2804,29
1793,51.2852,-0.4282,29
1794,52.9928,8.8147,29
1795,52.618141,1.269198,29
1796,52.664188,4.686,29
1797,48.294998,8.8789,29
1798,53.5891,-1.4803,29
1799,59.9335,10.7515,29
1800,39.049881,1.543255,29
