station_id,latitude,longitude,batch_id
481,52.11195,-2.331137,8
482,50.504807,7.872574,8
483,53.2371,-1.7907,8
484,59.9431,11.0096,8
485,49.9985,8.2041,8
486,51.944447,0.803273,8
487,53.6134,-1.8099,8
488,51.87112,-1.09498,8
489,56.2158,-2.7618,8
490,48.0777,11.1473,8
491,56.223,-2.7606,8
492,50.6067,6.5433,8
493,54.2558,-6.099,8
494,52.3729,6.4802,8
495,55.9449,-3.3165,8
496,57.159294,-2.557497,8
497,57.2176,-2.461,8
498,52.6199,6.313,8
499,58.7404,17.8653,8
500,52.5702,-1.0289,8
501,58.8013,17.8356,8
502,47.2552,11.3707,8
503,55.9084,-4.249,8
504,53.1711,-1.9831,8
505,43.6024,3.9098,8
506,56.2224,-2.7672,8
507,55.9138,-3.1717,8
508,55.9559,-4.1594,8
509,59.5209,10.6973,8
510,46.2174,1.9156,8
511,50.6206,-3.3946,8
512,54.1783,-4.5539,8
513,50.8116,4.3445,8
514,51.046913,3.652485,8
515,60.671,15.2498,8
516,61.4286,10.2151,8
517,47.799156,13.02457,8
518,53.1144,-3.3758,8
519,51.9849,7.6497,8
520,53.1783,13.2273,8
521,47.5408,7.7396,8
522,52.1346,-1.4589,8
523,51.757992,-2.500492,8
524,51.3986,-3.2791,8
525,51.3198,-0.5792,8
526,47.314,0.817,8
527,53.3249,-2.2426,8
528,52.6878,-1.8476,8
529,52.331856,1.679058,8
530,53.4851,-1.6106,8
531,50.835552,13.374719,8
532,52.541016,-2.7516,8
533,51.5963,-0.1471,8
534,51.2044,-2.2084,8
535,53.171,-1.9828,8
536,51.117966,-0.01043,8
537,50.8474,-0.2526,8
538,51.6997,-2.3568,8
539,58.376,12.3744,8
540,52.0978,-0.2478,8
