station_id,latitude,longitude,batch_id
5461,42.419804,-70.934067,91
5462,41.7149,-70.6131,91
5463,33.028614,-97.099762,91
5464,44.332966,-79.997025,91
5465,49.00708,-123.038803,91
5466,39.2625,-84.2907,91
5467,40.2402,-74.7465,91
5468,39.844608,-84.301964,91
5469,37.764027,-84.33548,91
5470,43.7185,-74.1079,91
5471,32.9725,-96.6259,91
5472,30.049826,-98.236679,91
5473,38.9358,-95.3778,91
5474,41.033592,-74.162758,91
5475,42.2929,-71.2147,91
5476,29.489765,-98.91468,91
5477,40.7132,-73.9138,91
5478,42.3248,-71.4418,91
5479,28.0311,-82.7775,91
5480,38.7936,-77.3112,91
5481,38.059307,-78.680779,91
5482,36.557529,-82.503082,91
5483,39.802212,-75.181396,91
5484,28.775436,-81.894012,91
5485,43.4272,-71.9894,91
5486,40.222202,-75.333794,91
5487,43.7956,-89.4052,91
5488,34.833042,-84.313248,91
5489,40.675434,-75.407646,91
5490,41.769901,-72.741203,91
5491,44.2679,-78.026,91
5492,41.031212,-73.651299,91
5493,40.630173,-73.580002,91
5494,26.27058,-81.681244,91
5495,40.6457,-73.9453,91
5496,42.191025,-74.172958,91
5497,41.292068,-70.170128,91
5498,40.9154,-73.9596,91
5499,41.7292,-74.0836,91
5500,31.6212,-99.563,91
5501,48.0356,-122.4036,91
5502,43.037842,-73.855438,91
5503,36.624,-121.6467,91
5504,42.8106,-70.9676,91
5505,35.635612,-97.613991,91
5506,33.828,-116.5492,91
5507,33.9326,-78.08,91
5508,43.514683,-70.462486,91
5509,44.4716,-79.819,91
5510,33.80476,-116.957336,91
5511,39.3718,-123.7676,91
5512,35.103806,-85.087715,91
5513,39.472542,-78.26123,91
5514,30.514364,-99.884003,91
5515,27.1039,-82.4547,91
5516,43.7248,-80.501,91
5517,42.868,-71.946899,91
5518,30.741909,-97.941986,91
5519,41.5335,-83.3952,91
5520,39.0085,-77.3699,91
