station_id,latitude,longitude,batch_id
7861,-37.769627,142.078094,131
7862,-37.7963,148.7455,131
7863,-33.690029,117.555534,131
7864,-33.6185,151.2643,131
7865,41.8854,-73.2924,131
7866,-22.4587,-43.2186,131
7867,-15.8482,-47.8374,131
7868,4.9254,-74.0271,131
7869,-23.5335,-46.6359,131
7870,-23.568026,-46.722553,131
7871,-33.3499,-70.6671,131
7872,-14.81913,-45.976967,131
7873,-23.567009,-46.717461,131
7874,-22.9889,-43.9178,131
7875,-22.984533,-43.209183,131
7876,-0.8952,-77.7962,131
7877,-23.5582,-46.67,131
7878,-31.371277,-64.221222,131
7879,-10.3508,-38.9424,131
7880,-23.6283,-46.6409,131
7881,-20.5147,-41.0059,131
7882,4.7825,-75.6222,131
7883,-23.555996,-46.681477,131
7884,-22.852419,-45.92004,131
7885,-23.6272,-46.7423,131
7886,-22.8525,-45.9201,131
7887,-34.874535,-56.03429,131
7888,-23.5505,-46.6333,131
7889,-23.156187,-44.920902,131
7890,-23.8458,-46.965,131
7891,-23.2804,-46.9017,131
7892,4.9801,-73.9574,131
7893,-23.1544,-44.9214,131
7894,-23.2312,-46.9359,131
7895,-23.5848,-45.8244,131
7896,-45.5406,-71.972,131
7897,-23.252,-46.9106,131
7898,-23.565369,-46.869953,131
7899,-22.9049,-43.1027,131
7900,41.3266,-72.9213,131
7901,41.326569,-72.921608,131
7902,41.326515,-72.921204,131
7903,41.3267,-72.9213,131
7904,-15.7783,-47.9319,131
7905,3.3928,-76.531,131
7906,3.96546,-76.502151,131
7907,1.24801,-78.089561,131
7908,6.1763,-74.9082,131
7909,-23.512926,-45.172024,131
7910,6.2649,-74.9054,131
7911,-23.535728,-46.708366,131
7912,90,-119,131
7913,1.276,-78.0949,131
7914,-19.1421,-56.7946,131
7915,-23.2517,-46.9041,131
7916,4.9802,-73.957397,131
7917,-22.4746,-44.452,131
7918,-22.3256,-43.1705,131
7919,-22.4211,-42.9559,131
7920,-8.6936,-35.8567,131
