station_id,latitude,longitude,batch_id
6781,44.541447,-68.809265,113
6782,40.01,-86.01,113
6783,40.7624,-96.7172,113
6784,47.866,-122.2987,113
6785,40.677185,-80.663223,113
6786,42.709446,-74.113441,113
6787,41.177212,-77.109909,113
6788,26.1138,-97.313,113
6789,44.257362,-121.196236,113
6790,27.8976,-82.8054,113
6791,50.023159,-96.794334,113
6792,29.269634,-81.145203,113
6793,32.250301,-110.945,113
6794,44.9863,-92.7278,113
6795,33.748158,-117.768799,113
6796,44.8424,-93.4722,113
6797,39.124485,-77.066505,113
6798,49.344509,-97.359383,113
6799,39.500893,-81.250748,113
6800,40.728958,-111.862015,113
6801,37.761929,-122.230919,113
6802,45.721561,-121.438354,113
6803,42.090321,-87.70504,113
6804,30.078844,-97.996681,113
6805,37.993504,-122.454887,113
6806,39.556644,-86.186134,113
6807,32.423756,-93.733025,113
6808,28.8638,-97.005,113
6809,41.300957,-76.998917,113
6810,33.1258,-117.2288,113
6811,41.051285,-72.350266,113
6812,42.6248,-82.9216,113
6813,40.524803,-121.68586,113
6814,35.576988,-82.397896,113
6815,39.2714,-76.9408,113
6816,45.674496,-111.054008,113
6817,59.937,-151.7306,113
6818,40.410664,-79.459045,113
6819,39.626656,-84.09079,113
6820,42.6077,-71.2559,113
6821,44.634457,-75.61306,113
6822,37.924702,-75.354568,113
6823,37.275326,-122.057503,113
6824,40.652534,-75.846939,113
6825,41.7112,-71.2896,113
6826,42.800518,-83.0298,113
6827,30.379299,-95.284103,113
6828,35.186413,-118.599457,113
6829,35.2572,-82.4524,113
6830,36.978821,-121.979179,113
6831,41.586861,-93.678604000000007,113
6832,43.8599,-103.3055,113
6833,39.09631,-76.466736,113
6834,42.057,-79.3194,113
6835,41.6415,-83.5385,113
6836,42.3498,-88.2642,113
6837,47.639885,-122.304558,113
6838,41.322262,-88.94059,113
6839,41.3758,-81.9202,113
6840,42.749718,-83.867607,113
